direction_type,position_mode,layer,seed,split,alpha,countries,blocks,mean_total_margin,mean_avg_token_margin,mean_delta_total_margin,mean_delta_avg_token_margin,pairwise_total_accuracy,pairwise_avg_token_accuracy,block_exact_avg_token_accuracy,block_one_correct_avg_token_rate,block_zero_correct_avg_token_rate,ci_unit,delta_avg_token_margin_ci_low,delta_avg_token_margin_ci_high,prefers_correct_avg_token_ci_low,prefers_correct_avg_token_ci_high,block_exact_accuracy_ci_low,block_exact_accuracy_ci_high,bootstrap_samples
learned_probe,prompt-final-only,6,42,all_countries,-4.0,76,38,2.6552565304503477,2.0438928842860453,-0.15061856773875684,-0.12401371459088419,0.868421052631579,0.6973684210526315,0.39473684210526316,0.6052631578947368,0.0,pair_id_block,-0.14951794334176985,-0.09843629900341275,0.63125,0.7763157894736842,0.2625,0.5526315789473685,2000
learned_probe,prompt-final-only,6,42,heldout_countries,-4.0,24,12,2.6621552813306457,1.949346599463782,-0.158804288986668,-0.12970965924758324,0.75,0.625,0.25,0.75,0.0,pair_id_block,-0.1911847258169832,-0.07153738167444088,0.5,0.75,0.0,0.5,2000
learned_probe,prompt-final-only,6,42,all_countries,-2.0,76,38,2.729840325704572,2.105314036147314,-0.07603477248453241,-0.06259256272961522,0.868421052631579,0.7105263157894737,0.42105263157894735,0.5789473684210527,0.0,pair_id_block,-0.07542944142424125,-0.049741168568148995,0.631578947368421,0.7894736842105263,0.2631578947368421,0.5789473684210527,2000
learned_probe,prompt-final-only,6,42,heldout_countries,-2.0,24,12,2.740652218993129,2.013462683153873,-0.08030735132418461,-0.06559357555749253,0.75,0.625,0.25,0.75,0.0,pair_id_block,-0.0964438911702518,-0.036407342615677685,0.5,0.75,0.0,0.5,2000
learned_probe,prompt-final-only,6,42,all_countries,-1.0,76,38,2.7676813182918125,2.1364670821809595,-0.03819377989729171,-0.03143951669597043,0.868421052631579,0.7105263157894737,0.42105263157894735,0.5789473684210527,0.0,pair_id_block,-0.037856059069378556,-0.02500379541871405,0.631578947368421,0.7894736842105263,0.2631578947368421,0.5789473684210527,2000
learned_probe,prompt-final-only,6,42,heldout_countries,-1.0,24,12,2.7805827659711895,2.0460769938319703,-0.04037680434612412,-0.032979264879395474,0.75,0.625,0.25,0.75,0.0,pair_id_block,-0.04843359179628702,-0.018372845557772827,0.5,0.75,0.0,0.5,2000
learned_probe,prompt-final-only,6,42,all_countries,0.0,76,38,2.805875760714828,2.1679069433463947,0.0,0.0,0.868421052631579,0.7105263157894737,0.42105263157894735,0.5789473684210527,0.0,pair_id_block,0.0,0.0,0.631578947368421,0.7894736842105263,0.2631578947368421,0.5789473684210527,2000
learned_probe,prompt-final-only,6,42,heldout_countries,0.0,24,12,2.8209607061816087,2.079057083228056,0.0,0.0,0.75,0.625,0.25,0.75,0.0,pair_id_block,0.0,0.0,0.5,0.75,0.0,0.5,2000
learned_probe,prompt-final-only,6,42,all_countries,1.0,76,38,2.8444126435064523,2.199625300881563,0.038536882791624136,0.03171835753516795,0.881578947368421,0.7236842105263158,0.4473684210526316,0.5526315789473685,0.0,pair_id_block,0.025292207177469286,0.038114468099009285,0.6447368421052632,0.8026315789473685,0.2894736842105263,0.6052631578947368,2000
learned_probe,prompt-final-only,6,42,heldout_countries,1.0,24,12,2.8617745481603456,2.1123937554565524,0.040813841978736796,0.03333667222849621,0.75,0.625,0.25,0.75,0.0,pair_id_block,0.01874750243900548,0.04885977200976433,0.5,0.75,0.0,0.5,2000
learned_probe,prompt-final-only,6,42,all_countries,2.0,76,38,2.883278676649459,2.2316135277632076,0.07740291593463074,0.06370658441681272,0.881578947368421,0.7236842105263158,0.4473684210526316,0.5526315789473685,0.0,pair_id_block,0.05083166258174474,0.07652313856247746,0.6447368421052632,0.8026315789473685,0.2894736842105263,0.6052631578947368,2000
learned_probe,prompt-final-only,6,42,heldout_countries,2.0,24,12,2.903014322996152,2.1460801973428234,0.0820536168145433,0.06702311411476732,0.75,0.625,0.25,0.75,0.0,pair_id_block,0.037923345010144875,0.09813926030101355,0.5,0.75,0.0,0.5,2000
learned_probe,prompt-final-only,6,42,all_countries,4.0,76,38,2.96194669164541,2.296363009422132,0.1560709309305821,0.1284560660757371,0.9078947368421053,0.7368421052631579,0.47368421052631576,0.5263157894736842,0.0,pair_id_block,0.10259248278369469,0.15425392551047618,0.6578947368421053,0.8157894736842105,0.3157894736842105,0.631578947368421,2000
learned_probe,prompt-final-only,6,42,heldout_countries,4.0,24,12,2.9867099362126055,2.2144560328632625,0.16574923003099684,0.1353989496352066,0.7916666666666666,0.625,0.25,0.75,0.0,pair_id_block,0.0767663099562517,0.19777734910908798,0.5,0.75,0.0,0.5,2000
random_direction,prompt-final-only,6,42,all_countries,-4.0,76,38,2.8434573754646792,2.200652401634225,0.037582277275574644,0.032745802757295495,0.881578947368421,0.7236842105263158,0.4473684210526316,0.5526315789473685,0.0,pair_id_block,0.02619054312357725,0.039040894220824685,0.6447368421052632,0.8026315789473685,0.2894736842105263,0.6052631578947368,2000
random_direction,prompt-final-only,6,42,heldout_countries,-4.0,24,12,2.8534684724209,2.108310352842404,0.03250890210358648,0.02925409413103856,0.75,0.625,0.25,0.75,0.0,pair_id_block,0.01651837392095344,0.04090127137563127,0.5,0.75,0.0,0.5,2000
random_direction,prompt-final-only,6,42,all_countries,-2.0,76,38,2.8248452146615604,2.184419121828809,0.018970116472455868,0.016512522951879455,0.881578947368421,0.7236842105263158,0.4473684210526316,0.5526315789473685,0.0,pair_id_block,0.013222595418375714,0.019677769603493305,0.6447368421052632,0.8026315789473685,0.2894736842105263,0.6052631578947368,2000
random_direction,prompt-final-only,6,42,heldout_countries,-2.0,24,12,2.8373120836604357,2.093756777002121,0.016352513343122155,0.014700518290755507,0.75,0.625,0.25,0.75,0.0,pair_id_block,0.008306051472514472,0.020593616322587105,0.5,0.75,0.0,0.5,2000
random_direction,prompt-final-only,6,42,all_countries,-1.0,76,38,2.815399245186487,2.1761925142316976,0.00952414699738232,0.00828591535476791,0.868421052631579,0.7105263157894737,0.42105263157894735,0.5789473684210527,0.0,pair_id_block,0.006635313697888968,0.009882890856141264,0.631578947368421,0.7894736842105263,0.2631578947368421,0.5789473684210527,2000
random_direction,prompt-final-only,6,42,heldout_countries,-1.0,24,12,2.8291551654735563,2.086420444164037,0.008195595156242538,0.007364185452671479,0.75,0.625,0.25,0.75,0.0,pair_id_block,0.004150473012115143,0.010326278579729394,0.5,0.75,0.0,0.5,2000
random_direction,prompt-final-only,6,42,all_countries,0.0,76,38,2.805875760714828,2.1679069433463947,0.0,0.0,0.868421052631579,0.7105263157894737,0.42105263157894735,0.5789473684210527,0.0,pair_id_block,0.0,0.0,0.631578947368421,0.7894736842105263,0.2631578947368421,0.5789473684210527,2000
random_direction,prompt-final-only,6,42,heldout_countries,0.0,24,12,2.8209607061816087,2.079057083228056,0.0,0.0,0.75,0.625,0.25,0.75,0.0,pair_id_block,0.0,0.0,0.5,0.75,0.0,0.5,2000
random_direction,prompt-final-only,6,42,all_countries,1.0,76,38,2.796289143385312,2.1595751584781486,-0.009586617329516326,-0.008331784868246274,0.868421052631579,0.7105263157894737,0.42105263157894735,0.5789473684210527,0.0,pair_id_block,-0.009951904927047962,-0.006681634545229984,0.631578947368421,0.7894736842105263,0.2631578947368421,0.5789473684210527,2000
random_direction,prompt-final-only,6,42,heldout_countries,1.0,24,12,2.812734761351635,2.071674503153849,-0.008225944829973741,-0.007382580074206817,0.75,0.625,0.25,0.75,0.0,pair_id_block,-0.010352179876205514,-0.004151978734452267,0.5,0.75,0.0,0.5,2000
random_direction,prompt-final-only,6,42,all_countries,2.0,76,38,2.7866537928032415,2.1512097392561285,-0.019221967911586323,-0.016697204090266066,0.868421052631579,0.7105263157894737,0.42105263157894735,0.5789473684210527,0.0,pair_id_block,-0.01994830185194191,-0.013398239923679712,0.631578947368421,0.7894736842105263,0.2631578947368421,0.5789473684210527,2000
random_direction,prompt-final-only,6,42,heldout_countries,2.0,24,12,2.804493444172332,2.0642848525162383,-0.016467262009276357,-0.014772230711817732,0.75,0.625,0.25,0.75,0.0,pair_id_block,-0.020765679429870145,-0.00831098009566128,0.5,0.75,0.0,0.5,2000
random_direction,prompt-final-only,6,42,all_countries,4.0,76,38,2.7673036469100403,2.134437946428165,-0.038572113804787624,-0.033468996918229965,0.868421052631579,0.7105263157894737,0.42105263157894735,0.5789473684210527,0.0,pair_id_block,-0.04000105798593591,-0.02687418110088826,0.631578947368421,0.7894736842105263,0.2631578947368421,0.5789473684210527,2000
random_direction,prompt-final-only,6,42,heldout_countries,4.0,24,12,2.7880134200995976,2.0495325423403328,-0.03294728608201088,-0.029524540887723567,0.75,0.625,0.25,0.75,0.0,pair_id_block,-0.041580624067085445,-0.01663916471988511,0.5,0.75,0.0,0.5,2000
label_permutation,prompt-final-only,6,42,all_countries,-4.0,76,38,2.8357290298360724,2.191399439178108,0.02985393164696784,0.023492840301178774,0.868421052631579,0.7105263157894737,0.42105263157894735,0.5789473684210527,0.0,pair_id_block,0.017424982414781614,0.029676865616145118,0.631578947368421,0.7894736842105263,0.2631578947368421,0.5789473684210527,2000
label_permutation,prompt-final-only,6,42,heldout_countries,-4.0,24,12,2.8536480475841017,2.1022342001725622,0.03268847726678814,0.023177941461196745,0.75,0.625,0.25,0.75,0.0,pair_id_block,0.013481104862416752,0.035378303310049965,0.5,0.75,0.0,0.5,2000
label_permutation,prompt-final-only,6,42,all_countries,-2.0,76,38,2.8207702907892074,2.1796339427211695,0.014895192600103033,0.011727343844240118,0.868421052631579,0.7105263157894737,0.42105263157894735,0.5789473684210527,0.0,pair_id_block,0.008686696903580197,0.01482138273510319,0.631578947368421,0.7894736842105263,0.2631578947368421,0.5789473684210527,2000
label_permutation,prompt-final-only,6,42,heldout_countries,-2.0,24,12,2.8372565359721498,2.0905933194426627,0.016296965654836033,0.01153706073129751,0.75,0.625,0.25,0.75,0.0,pair_id_block,0.00669892066323555,0.017637397409902184,0.5,0.75,0.0,0.5,2000
label_permutation,prompt-final-only,6,42,all_countries,-1.0,76,38,2.8133049637227474,2.173757481130033,0.007429865533643016,0.005850882253103098,0.868421052631579,0.7105263157894737,0.42105263157894735,0.5789473684210527,0.0,pair_id_block,0.004330332879675266,0.007393837137805138,0.631578947368421,0.7894736842105263,0.2631578947368421,0.5789473684210527,2000
label_permutation,prompt-final-only,6,42,heldout_countries,-1.0,24,12,2.8290861889953476,2.0848040960144143,0.008126618678033992,0.005747837303048693,0.75,0.625,0.25,0.75,0.0,pair_id_block,0.0033353451118304698,0.008785049902570232,0.5,0.75,0.0,0.5,2000
label_permutation,prompt-final-only,6,42,all_countries,0.0,76,38,2.805875760714828,2.1679069433463947,0.0,0.0,0.868421052631579,0.7105263157894737,0.42105263157894735,0.5789473684210527,0.0,pair_id_block,0.0,0.0,0.631578947368421,0.7894736842105263,0.2631578947368421,0.5789473684210527,2000
