split,direction_type,alpha,countries,blocks,mean_delta_correct_avg_token_logprob,mean_delta_false_avg_token_logprob,mean_delta_avg_token_margin,std_delta_avg_token_margin,median_delta_avg_token_margin,min_delta_avg_token_margin,max_delta_avg_token_margin,baseline_prefers_correct_countries,baseline_prefers_false_countries,mean_delta_margin_when_baseline_prefers_correct,mean_delta_margin_when_baseline_prefers_false,baseline_correct_minus_wrong_delta_margin,baseline_correct_minus_wrong_delta_margin_ci_low,baseline_correct_minus_wrong_delta_margin_ci_high,baseline_preference_diff_bootstrap_samples,mean_delta_correct_when_baseline_prefers_correct,mean_delta_false_when_baseline_prefers_correct,mean_delta_correct_when_baseline_prefers_false,mean_delta_false_when_baseline_prefers_false,sign_flip_to_correct,sign_flip_to_false,sign_flip_total,corr_baseline_margin_delta_margin
all_countries,label_permutation,-4.0,76,38,0.07082234995927325,0.047329854127559634,0.02349284030117875,0.06125584581409371,0.0184370528198387,-0.1559844156727194,0.1413991395384073,54,22,0.018238352174963116,0.03639022024734438,-0.018151868072381266,-0.05321704448992942,0.015771405690848797,3000,0.06966437610523966,0.05142619856993103,0.07366464941917389,0.03727519049628439,0,0,0,-0.26638472416800785
all_countries,label_permutation,0.0,76,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,22,0.0,0.0,0.0,0.0,0.0,3000,0.0,0.0,0.0,0.0,0,0,0,
all_countries,label_permutation,4.0,76,38,-0.07028513317608272,-0.04748317533713395,-0.022801957838948905,0.06204436826455238,-0.0187611579895019,-0.1498017986596096,0.1585028194822371,54,22,-0.017753538564504182,-0.03519353242167686,0.017439993857172677,-0.016965736496905186,0.053858871356724514,3000,-0.06910346137793327,-0.05134992281342923,-0.073185600316995,-0.03799206789531824,1,0,1,0.24335160418946972
all_countries,learned_probe,-4.0,76,38,-0.3113704649325231,-0.18735640587217367,-0.12401371459088419,0.14844897763768222,-0.1322741145268082,-0.427913103625178,0.2452769893221553,54,22,-0.10086205912183736,-0.18084050528763543,0.07997844616579806,-0.0009094563695346579,0.15917202105973205,3000,-0.30849053474268007,-0.2076283009811881,-0.31843938448941067,-0.13759811787732015,0,1,1,0.3976952304207126
all_countries,learned_probe,0.0,76,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,22,0.0,0.0,0.0,0.0,0.0,3000,0.0,0.0,0.0,0.0,0,0,0,
all_countries,learned_probe,4.0,76,38,0.30447581173085103,0.17601974565511389,0.12845606607573704,0.1476246327718556,0.1469378964126615,-0.2483528173994269,0.4646730422973633,54,22,0.10658316440365319,0.18214409745267013,-0.07556093304901694,-0.1492262384795905,0.00043214603487824814,3000,0.30077395360890524,0.19419078920525193,0.31356219075744524,0.13141809330477502,2,0,2,-0.39160202531966926
all_countries,random_direction,-4.0,76,38,0.007087695223910728,-0.02565776306391974,0.03274580275729547,0.04553104726914822,0.029904069378971998,-0.0728183407336473,0.1869773864746093,54,22,0.03333383104154041,0.031302460605057876,0.0020313704364825352,-0.01959044661023646,0.022795140671456292,3000,0.004729177202846092,-0.028604479199040012,0.012876784911978472,-0.01842491436862453,1,0,1,0.09010092239153318
all_countries,random_direction,0.0,76,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,22,0.0,0.0,0.0,0.0,0.0,3000,0.0,0.0,0.0,0.0,0,0,0,
all_countries,random_direction,4.0,76,38,-0.013530245227478798,0.01993875169075104,-0.03346899691822994,0.044794244564588616,-0.030303806066513,-0.1802153587341308,0.0725750494748354,54,22,-0.0335059348181532,-0.033378331163872864,-0.0001276036542803352,-0.020501932637509896,0.020889387108539242,3000,-0.01099761509573941,0.022508319722413628,-0.01974670100538457,0.013631630158488329,0,0,0,-0.06022850976987846
heldout_countries,label_permutation,-4.0,24,12,0.0725355305370815,0.049358413592575444,0.02317794146119671,0.045063497240361274,0.019597499338487902,-0.0726642608642578,0.1175599098205566,15,9,0.02131077200681626,0.02628989055183079,-0.004979118545014528,-0.03770773467911783,0.029415738054965446,3000,0.07830390570263264,0.0569938126537736,0.06292157192782961,0.0366327484905785,0,0,0,0.24899054848918808
heldout_countries,label_permutation,0.0,24,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,9,0.0,0.0,0.0,0.0,0.0,3000,0.0,0.0,0.0,0.0,0,0,0,
heldout_countries,label_permutation,4.0,24,12,-0.07230657412909634,-0.05010058271788409,-0.022205991411212572,0.04648521038798682,-0.017571023849086452,-0.1257388591766357,0.0819277763366699,15,9,-0.020813636372509416,-0.02452658314238449,0.003712946769875075,-0.02908296534961939,0.03821913336241148,3000,-0.07843955628410582,-0.057625919911596726,-0.062084937204080544,-0.03755835406169636,0,0,0,-0.27764272514235644
heldout_countries,learned_probe,-4.0,24,12,-0.28703719563480057,-0.1573267118705266,-0.1297096592475832,0.13117492519710364,-0.1214052784877517,-0.4237146377563476,0.1126578034212197,15,9,-0.12594733139502037,-0.13598020566852123,0.010032874273500858,-0.08683730979434225,0.11689086574203633,3000,-0.29277316891588256,-0.16682515856290495,-0.2774772401663306,-0.14149596738322934,0,0,0,-0.02999961239653255
heldout_countries,learned_probe,0.0,24,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,9,0.0,0.0,0.0,0.0,0.0,3000,0.0,0.0,0.0,0.0,0,0,0,
heldout_countries,learned_probe,4.0,24,12,0.28136144925246204,0.14596249961725521,0.13539894963520657,0.13334609182962337,0.13119492586702103,-0.1175130854050321,0.4646730422973633,15,9,0.1323519722821947,0.14047724522355967,-0.008125272941364975,-0.10989593358880136,0.08357709585016151,3000,0.28423596516608896,0.15188399288389393,0.27657058939641715,0.13609334417285737,0,0,0,0.0005859015520715649
heldout_countries,random_direction,-4.0,24,12,0.004108508186446841,-0.025144761427901285,0.029254094131038536,0.050400801873294925,0.01479019721627975,-0.0471668243408203,0.1331880092620849,15,9,0.02854044911863534,0.03044350248504385,-0.0019030533664085095,-0.0448243342524852,0.039324637258873196,3000,-0.002912387104911825,-0.03145215726559035,0.015810000338711286,-0.014632435031752846,0,0,0,0.2812911749018732
heldout_countries,random_direction,0.0,24,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,9,0.0,0.0,0.0,0.0,0.0,3000,0.0,0.0,0.0,0.0,0,0,0,
heldout_countries,random_direction,4.0,24,12,-0.010327696725633143,0.019196844162090426,-0.02952454088772356,0.04930222616878552,-0.019779334122358598,-0.1363828182220459,0.0499858856201171,15,9,-0.028389865415988976,-0.03141566667394785,0.0030258012579588746,-0.038123871325158445,0.04280253601608245,3000,-0.0034864476234037173,0.02490341779258524,-0.021729778562682187,0.009685888111265731,0,0,0,-0.26300758297998184
