direction_type,position_mode,layer,seed,alpha,split,pair_id,country,correct_capital,false_capital,correct_total_logprob,false_total_logprob,correct_avg_token_logprob,false_avg_token_logprob,correct_completion_tokens,false_completion_tokens,total_margin,avg_token_margin,baseline_total_margin,baseline_avg_token_margin,delta_total_margin,delta_avg_token_margin,prefers_correct_total,prefers_correct_avg_token
learned_probe,prompt-final-only,6,42,-4.0,train,balanced_capital_afghanistan_kazakhstan,Afghanistan,Kabul,Astana,-6.7973222732543945,-12.802241414785385,-6.7973222732543945,-6.401120707392693,1,2,6.004919141530991,-0.39620156586170197,6.006583213806152,-0.2402784824371338,-0.0016640722751617432,-0.15592308342456818,1,0
learned_probe,prompt-final-only,6,42,-4.0,train,balanced_capital_argentina_chile,Argentina,Buenos Aires,Santiago,-8.583592411414429,-9.661018371582031,-4.2917962057072145,-9.661018371582031,2,1,1.0774259601676022,5.369222165874817,1.100161436595954,5.134070815343875,-0.02273547642835183,0.23515135053094127,1,1
learned_probe,prompt-final-only,6,42,-4.0,train,balanced_capital_australia_new_zealand,Australia,Canberra,Wellington,-7.397500038146973,-10.224410057067871,-7.397500038146973,-10.224410057067871,1,1,2.8269100189208984,2.8269100189208984,2.878045082092285,2.878045082092285,-0.05113506317138672,-0.05113506317138672,1,1
learned_probe,prompt-final-only,6,42,-4.0,test,balanced_capital_belgium_austria,Austria,Vienna,Brussels,-8.15373706817627,-9.703892707824707,-8.15373706817627,-9.703892707824707,1,1,1.5501556396484375,1.5501556396484375,1.7829456329345703,1.7829456329345703,-0.2327899932861328,-0.2327899932861328,1,1
learned_probe,prompt-final-only,6,42,-4.0,train,balanced_capital_bangladesh_sri_lanka,Bangladesh,Dhaka,Sri Jayawardenepura Kotte,-8.030662609264255,-55.74418807029724,-4.015331304632127,-6.968023508787155,2,8,47.71352546103299,2.952692204155028,48.05881440639496,3.1749969720840454,-0.34528894536197186,-0.22230476792901754,1,1
learned_probe,prompt-final-only,6,42,-4.0,test,balanced_capital_belgium_austria,Belgium,Brussels,Vienna,-7.299860000610352,-10.040445327758789,-7.299860000610352,-10.040445327758789,1,1,2.7405853271484375,2.7405853271484375,2.8982014656066895,2.8982014656066895,-0.15761613845825195,-0.15761613845825195,1,1
learned_probe,prompt-final-only,6,42,-4.0,test,balanced_capital_paraguay_bolivia,Bolivia,Sucre,Asuncion,-16.904672503471375,-13.342417621985078,-8.452336251735687,-4.447472540661693,2,3,-3.5622548814862967,-4.004863711073995,-3.4207017309963703,-3.8808051111797495,-0.14155315048992634,-0.12405859989424517,0,0
learned_probe,prompt-final-only,6,42,-4.0,train,balanced_capital_mexico_brazil,Brazil,Brasilia,Mexico City,-8.915269687771797,-8.24368816614151,-4.457634843885899,-4.121844083070755,2,2,-0.6715815216302872,-0.3357907608151436,-0.2645282745361328,-0.1322641372680664,-0.40705324709415436,-0.20352662354707718,0,0
learned_probe,prompt-final-only,6,42,-4.0,test,balanced_capital_myanmar_cambodia,Cambodia,Phnom Penh,Naypyidaw,-8.886337707546772,-19.26971399784088,-2.221584426886693,-4.81742849946022,4,4,10.383376290294109,2.5958440725735272,10.564134359796299,2.6410335899490747,-0.18075806950218976,-0.04518951737554744,1,1
learned_probe,prompt-final-only,6,42,-4.0,train,balanced_capital_canada_united_states,Canada,Ottawa,"Washington, D.C.",-7.824681282043457,-11.57000230945414,-7.824681282043457,-1.9283337182423566,1,6,3.7453210274106823,-5.8963475638011005,3.9351495316950604,-5.560868842546673,-0.18982850428437814,-0.3354787212544279,1,0
learned_probe,prompt-final-only,6,42,-4.0,train,balanced_capital_argentina_chile,Chile,Santiago,Buenos Aires,-7.777585029602051,-10.622695795609616,-7.777585029602051,-5.311347897804808,1,2,2.845110766007565,-2.466237131797243,3.045365314173978,-2.0896749593375716,-0.20025454816641286,-0.3765621724596713,1,0
learned_probe,prompt-final-only,6,42,-4.0,train,balanced_capital_india_china,China,Beijing,New Delhi,-5.864417552947998,-10.107256412506104,-5.864417552947998,-5.053628206253052,1,2,4.2428388595581055,-0.8107893466949463,4.296523332595825,-0.640609622001648,-0.05368447303771973,-0.17017972469329834,1,0
learned_probe,prompt-final-only,6,42,-4.0,train,balanced_capital_peru_colombia,Colombia,Bogota,Lima,-8.686429917812347,-10.563892364501953,-4.343214958906174,-10.563892364501953,2,1,1.8774624466896057,6.220677405595779,1.922817051410675,6.025517374277115,-0.045354604721069336,0.19516003131866455,1,1
learned_probe,prompt-final-only,6,42,-4.0,test,balanced_capital_costa_rica_panama,Costa Rica,San Jose,Panama City,-10.567999601364136,-9.674110174179077,-5.283999800682068,-4.837055087089539,2,2,-0.8938894271850586,-0.4469447135925293,-0.7697348594665527,-0.38486742973327637,-0.12415456771850586,-0.06207728385925293,0,0
learned_probe,prompt-final-only,6,42,-4.0,train,balanced_capital_laos_cuba,Cuba,Havana,Vientiane,-7.595182418823242,-12.426564246416092,-7.595182418823242,-4.142188082138698,1,3,4.83138182759285,-3.4529943366845446,4.876080572605133,-3.2042821049690247,-0.044698745012283325,-0.24871223171551993,1,0
learned_probe,prompt-final-only,6,42,-4.0,train,balanced_capital_czech_republic_hungary,Czech Republic,Prague,Budapest,-7.831150054931641,-7.690739631652832,-7.831150054931641,-7.690739631652832,1,1,-0.1404104232788086,-0.1404104232788086,-0.01117706298828125,-0.01117706298828125,-0.12923336029052734,-0.12923336029052734,0,0
learned_probe,prompt-final-only,6,42,-4.0,test,balanced_capital_denmark_ireland,Denmark,Copenhagen,Dublin,-7.161490440368652,-9.743152618408203,-7.161490440368652,-9.743152618408203,1,1,2.581662178039551,2.581662178039551,2.8657898902893066,2.8657898902893066,-0.28412771224975586,-0.28412771224975586,1,1
learned_probe,prompt-final-only,6,42,-4.0,train,balanced_capital_jamaica_dominican_republic,Dominican Republic,Santo Domingo,Kingston,-10.706408567493781,-14.264734268188477,-2.1412817134987563,-14.264734268188477,5,1,3.558325700694695,12.12345255468972,3.6271372872870415,11.878175565367565,-0.06881158659234643,0.24527698932215536,1,1
learned_probe,prompt-final-only,6,42,-4.0,train,balanced_capital_ecuador_saudi_arabia,Ecuador,Quito,Riyadh,-11.730292651802301,-12.328405380249023,-5.865146325901151,-12.328405380249023,2,1,0.598112728446722,6.463259054347873,0.7931522689759731,6.500711647793651,-0.1950395405292511,-0.03745259344577789,1,1
