direction_type,position_mode,layer,seed,split,alpha,countries,blocks,mean_total_margin,mean_avg_token_margin,mean_delta_total_margin,mean_delta_avg_token_margin,pairwise_total_accuracy,pairwise_avg_token_accuracy,block_exact_avg_token_accuracy,block_one_correct_avg_token_rate,block_zero_correct_avg_token_rate,ci_unit,delta_avg_token_margin_ci_low,delta_avg_token_margin_ci_high,prefers_correct_avg_token_ci_low,prefers_correct_avg_token_ci_high,block_exact_accuracy_ci_low,block_exact_accuracy_ci_high,bootstrap_samples
label_permutation,all,6,42,all_countries,-4.0,76,38,2.8402921844526285,2.1930051397277497,0.03441708626352415,0.02509854085082023,0.868421052631579,0.7105263157894737,0.42105263157894735,0.5789473684210527,0.0,pair_id_block,0.018517357855461273,0.03145643288593489,0.631578947368421,0.7894736842105263,0.2631578947368421,0.5789473684210527,2000
label_permutation,all,6,42,heldout_countries,-4.0,24,12,2.868763480303452,2.1064943877705216,0.047803909986138614,0.027438129059156435,0.75,0.625,0.25,0.75,0.0,pair_id_block,0.017866729977988428,0.039811844766400394,0.5,0.75,0.0,0.5,2000
label_permutation,all,6,42,all_countries,-2.0,76,38,2.822759832292999,2.180327981864898,0.01688473410389464,0.012421382987968493,0.868421052631579,0.7105263157894737,0.42105263157894735,0.5789473684210527,0.0,pair_id_block,0.009106248356939213,0.015585657456573249,0.631578947368421,0.7894736842105263,0.2631578947368421,0.5789473684210527,2000
label_permutation,all,6,42,heldout_countries,-2.0,24,12,2.8444184079050956,2.0926246740062044,0.023458837587781983,0.013568415294839181,0.75,0.625,0.25,0.75,0.0,pair_id_block,0.008819062163340443,0.019679448441782703,0.5,0.75,0.0,0.5,2000
label_permutation,all,6,42,all_countries,-1.0,76,38,2.8142252570350568,2.174077054850965,0.008350158845952402,0.006170455974036076,0.868421052631579,0.7105263157894737,0.42105263157894735,0.5789473684210527,0.0,pair_id_block,0.004522316682004045,0.007747580117633182,0.631578947368421,0.7894736842105263,0.2631578947368421,0.5789473684210527,2000
label_permutation,all,6,42,heldout_countries,-1.0,24,12,2.8325645675271667,2.0857944026449986,0.011604997209853219,0.006738143933633492,0.75,0.625,0.25,0.75,0.0,pair_id_block,0.0043661216657523575,0.009769970402529108,0.5,0.75,0.0,0.5,2000
label_permutation,all,6,42,all_countries,0.0,76,38,2.805875760714828,2.1679069433463947,0.0,0.0,0.868421052631579,0.7105263157894737,0.42105263157894735,0.5789473684210527,0.0,pair_id_block,0.0,0.0,0.631578947368421,0.7894736842105263,0.2631578947368421,0.5789473684210527,2000
label_permutation,all,6,42,heldout_countries,0.0,24,12,2.8209607061816087,2.079057083228056,0.0,0.0,0.75,0.625,0.25,0.75,0.0,pair_id_block,0.0,0.0,0.5,0.75,0.0,0.5,2000
label_permutation,all,6,42,all_countries,1.0,76,38,2.797735713153824,2.161835525973577,-0.008140047561004084,-0.006071417372817309,0.881578947368421,0.7236842105263158,0.4473684210526316,0.5526315789473685,0.0,pair_id_block,-0.007632539921022608,-0.0044356969921371895,0.6447368421052632,0.8026315789473685,0.2894736842105263,0.6052631578947368,2000
label_permutation,all,6,42,heldout_countries,1.0,24,12,2.8096322402038445,2.0724310517475892,-0.011328465977764296,-0.006626031480467017,0.75,0.625,0.25,0.75,0.0,pair_id_block,-0.009623043319745872,-0.004275479844456954,0.5,0.75,0.0,0.5,2000
label_permutation,all,6,42,all_countries,2.0,76,38,2.789826999585485,2.1558795807676625,-0.016048761129342733,-0.012027362578732374,0.881578947368421,0.7236842105263158,0.4473684210526316,0.5526315789473685,0.0,pair_id_block,-0.015109044653839592,-0.008754415348383122,0.6447368421052632,0.8026315789473685,0.2894736842105263,0.6052631578947368,2000
label_permutation,all,6,42,heldout_countries,2.0,24,12,2.7986034441435472,2.0659331016860025,-0.022357262038061265,-0.013123981542053645,0.75,0.625,0.25,0.75,0.0,pair_id_block,-0.019069145176000866,-0.008414026844028134,0.5,0.75,0.0,0.5,2000
label_permutation,all,6,42,all_countries,4.0,76,38,2.7748031229097743,2.1443864255031184,-0.03107263780505394,-0.023520517843276672,0.881578947368421,0.7236842105263158,0.4473684210526316,0.5526315789473685,0.0,pair_id_block,-0.029671785187722784,-0.017063185914475858,0.6447368421052632,0.8026315789473685,0.2894736842105263,0.6052631578947368,2000
label_permutation,all,6,42,heldout_countries,4.0,24,12,2.7775421147496977,2.053394945620635,-0.043418591431911104,-0.025662137607421046,0.75,0.625,0.25,0.75,0.0,pair_id_block,-0.037425038599973114,-0.016446191536687808,0.5,0.75,0.0,0.5,2000
learned_probe,all,6,42,all_countries,-4.0,76,38,2.6594266108873423,2.046043587936361,-0.1464484873017622,-0.12186301094056852,0.868421052631579,0.6973684210526315,0.39473684210526316,0.6052631578947368,0.0,pair_id_block,-0.14820833876819792,-0.09643838320647342,0.63125,0.7763157894736842,0.2625,0.5526315789473685,2000
learned_probe,all,6,42,heldout_countries,-4.0,24,12,2.6704422425835523,1.9527915628772359,-0.1505173277337614,-0.12626469583412925,0.75,0.625,0.25,0.75,0.0,pair_id_block,-0.18973333543993173,-0.06722456184946085,0.5,0.75,0.0,0.5,2000
